sentence_good,sentence_bad,field,linguistics_term,UID,simple_LM_method,one_prefix_method,two_prefix_method,lexically_identical,pair_id,one_prefix_prefix,one_prefix_word_good,one_prefix_word_bad,pairID
"Instead of half past seven the show started at quarter past eight. I couldn't go to get any refreshment for two reasons, the first one is that there was no information about how long the start of the show was going to be late by.","Instead of half past seven the show started at quarter past eight. I couldn't go to get any refreshment because of two reasons, the first one is that there was no information about how long the start of the show was going to be late by.",syntax-semantics,Preposition,Preposition_Replacing,True,True,False,False,,Instead of half past seven the show started at quarter past eight. I couldn't go to get any refreshment,for,because of,75.0
Kathleen is cleaning these purple banks.,Kathleen is cleaning this purple banks.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,True,False,True,True,63.0,,,,
The plate drops.,The plates drops.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,223.0,,,,
Beef wasn't scorching.,Beef wasn't scaring.,syntax,argument_structure,intransitive,True,False,False,False,888.0,,,,
Which women has Adam investigated and Elaine scared?,Which has Adam investigated women and Elaine scared?,syntax,island_effects,coordinate_structure_constraint_complex_left_branch,True,False,True,True,234.0,,,,
Brian talks to these hopeful doctors.,Brian talks to this hopeful doctors.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,True,False,True,True,394.0,,,,
Florence hasn't confused those standing men.,Florence hasn't confused that standing men.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,True,False,True,True,883.0,,,,
The sock soaked.,The sock cleaned.,syntax,argument_structure,inchoative,True,False,False,False,42.0,,,,
Every patient would kiss at most ten dancers.,No patient would kiss at most ten dancers.,semantics,quantifiers,superlative_quantifiers_2,True,False,True,False,82.0,,,,
The bank has forfeited.,The banks has forfeited.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,547.0,,,,
That student walked through at most ten college campuses.,No student walked through at most ten college campuses.,semantics,quantifiers,superlative_quantifiers_2,True,False,True,False,279.0,,,,
Every dish has resembled at least six pictures.,No dish has resembled at least six pictures.,semantics,quantifiers,superlative_quantifiers_2,True,False,True,False,747.0,,,,
Women imagine that they can disagree with Carolyn.,Women imagine that themselves can disagree with Carolyn.,syntax_semantics,binding,principle_A_case_1,True,True,False,False,863.0,,,,
Patrick wears those skirts.,Patrick wear those skirts.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,186.0,,,,
Ann wasn't attacked by Jessica's sons.,Ann wasn't joked around by Jessica's sons.,syntax,argument_structure,passive_1,True,False,False,False,709.0,,,,
"In my opinion, it is great that science and technology improve our life.","In my opinion, it is great that science and technology improve for our life.",syntax-semantics,Preposition,Preposition_Unnecessary,True,True,False,False,,"In my opinion, it is great that science and technology improve",,for,525.0
Sheila hasn't arrived at those restaurants.,Sheila hasn't arrived at that restaurants.,morphology,determiner_noun_agreement,determiner_noun_agreement_2,True,False,True,True,369.0,,,,
The known teenager isn't busy.,The knew teenager isn't busy.,morphology,irregular_forms,irregular_past_participle_adjectives,True,False,True,False,548.0,,,,
The people eat.,The person eat.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,True,False,True,False,419.0,,,,
"However, instead of going into the Army, I was able to apply to join the Korea Auxiliary Police.","However, instead of going to the Army, I was able to apply to join the Korea Auxiliary Police.",syntax-semantics,Preposition,Preposition_Replacing,True,True,False,False,,"However, instead of going",into,to,36.0
The doctors who should dislike some man pass this restaurant.,The doctors who should dislike some man passes this restaurant.,morphology,subject_verb_agreement,distractor_agreement_relative_clause,True,True,False,False,57.0,,,,
Hills are irritating that young man.,Hills are irritating that young men.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,223.0,,,,
All shoes had not ever flattened.,All shoes had really ever flattened.,semantics,npi_licensing,sentential_negation_npi_licensor_present,True,False,True,False,826.0,,,,
All customers attack this employed alumnus.,All customers attack these employed alumnus.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,True,False,True,True,64.0,,,,
Some actors have looked like that photograph.,Some actors have looked like that photographs.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,869.0,,,,
That lake isn't hard to go to.,That lake isn't soon to go to.,syntax_semantics,control_raising,tough_vs_raising_1,True,False,False,False,246.0,,,,
Some organizations that respected Sally oblige that customer to cure Galileo.,Some organizations that respected Sally obliges that customer to cure Galileo.,morphology,subject_verb_agreement,distractor_agreement_relative_clause,True,True,False,False,846.0,,,,
Richard doesn't research that stimulus.,Richard doesn't research that stimuli.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,763.0,,,,
The Borgias heal Connie.,The Borgias heals Connie.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,420.0,,,,
Many adults appreciate those phenomena.,Many adults appreciate those phenomenon.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,146.0,,,,
The actresses explore every library.,The actress explore every library.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,725.0,,,,
Marla thought about this goose.,Marla thought about this geese.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,392.0,,,,
I looked in the mirror and I saw how my friends were laughing.,I looked at the mirror and I saw how my friends were laughing.,syntax-semantics,Preposition,Preposition_Replacing,True,True,False,False,,I looked,in,at,1102.0
The men are speaking up.,The man are speaking up.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,True,False,True,False,691.0,,,,
Those who need to travel in order to do business with other people abroad can fly by plane and arrive at their destination safely or have their problems solved via telephone.,Those who need to travel in order to do business with other people abroad can fly by plane and arrive in their destination safely or have their problems solved via telephone.,syntax-semantics,Preposition,Preposition_Replacing,True,True,False,False,,Those who need to travel in order to do business with other people abroad can fly by plane and arrive,at,in,151.0
All cashiers weren't exploring these exposed grocery stores.,All cashiers weren't exploring this exposed grocery stores.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,True,False,True,True,385.0,,,,
Timothy should heal that important patient.,Timothy should heal that important patients.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,780.0,,,,
The men cure this teenager.,The man cure this teenager.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,True,False,True,False,335.0,,,,
This museum that is bothering a lot of drivers threatens to bother Melinda.,This museum that is bothering a lot of drivers threaten to bother Melinda.,morphology,subject_verb_agreement,distractor_agreement_relative_clause,True,True,False,False,401.0,,,,
Some medium has embarrassed Jeffrey.,Some medium have embarrassed Jeffrey.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,483.0,,,,
All boxes are shutting.,All boxes are scaring.,syntax,argument_structure,intransitive,True,False,False,False,408.0,,,,
Many people had healed those senators.,Many people had healed that senators.,morphology,determiner_noun_agreement,determiner_noun_agreement_2,True,False,True,True,143.0,,,,
Eric will talk to these children.,Eric will talk to this children.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,True,False,True,True,963.0,,,,
Wayne realized that some broccoli that had stunned some teachers bores Daniel.,Wayne realized who some broccoli that had stunned some teachers bores Daniel.,syntax,filler_gap_dependency,wh_vs_that_no_gap_long_distance,True,False,False,False,653.0,,,,
This guest who was concealing many people wasn't suffering.,This guest who was concealing many people weren't suffering.,morphology,subject_verb_agreement,distractor_agreement_relative_clause,True,True,False,False,589.0,,,,
Martin's employee won't exit the college campus.,Martin's employee won't fall the college campus.,syntax,argument_structure,transitive,True,False,True,False,897.0,,,,
Omar kisses these men.,Omar kisses this men.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,True,False,True,True,895.0,,,,
Katherine would know this nice waiter.,Katherine would know these nice waiter.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,True,False,True,True,320.0,,,,
"Also with weekend shopping, you can't find somewhere to sit down comfortably to have a cup of tea.","Also in weekend shopping, you can't find somewhere to sit down comfortably to have a cup of tea.",syntax-semantics,Preposition,Preposition_Replacing,True,True,False,False,,Also,with,in,2529.0
Dawn wasn't buying.,Dawn wasn't going to.,syntax,argument_structure,drop_argument,True,False,False,False,337.0,,,,
Craig boasted about this delighted child.,Craig boasted about this delighted children.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,213.0,,,,
William criticizes this student.,William criticizes this students.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,226.0,,,,
Those dancers who hadn't boycotted this organization haven't benefited.,Those dancers who hadn't boycotted this organization hasn't benefited.,morphology,subject_verb_agreement,distractor_agreement_relative_clause,True,True,False,False,897.0,,,,
